"","h1n1","seasonal"
"599","FALSE","FALSE"
"601","FALSE","FALSE"
"609","FALSE","FALSE"
"613","FALSE","TRUE"
"614","TRUE","TRUE"
"615","FALSE","TRUE"
"618","FALSE","TRUE"
"621","TRUE","TRUE"
"627","FALSE","FALSE"
"628","FALSE","FALSE"
"630","FALSE","TRUE"
"631","FALSE","TRUE"
"633","FALSE","TRUE"
"638","FALSE","FALSE"
"639","FALSE","FALSE"
"641","TRUE","TRUE"
"643","TRUE","TRUE"
"645","FALSE","TRUE"
"666","FALSE","FALSE"
"676","TRUE","TRUE"
"677","FALSE","TRUE"
"678","FALSE","TRUE"
"684","FALSE","FALSE"
"685","FALSE","FALSE"
"687","FALSE","FALSE"
"688","TRUE","TRUE"
"689","TRUE","FALSE"
"697","FALSE","FALSE"
"700","FALSE","TRUE"
"702","FALSE","FALSE"
"704","TRUE","TRUE"
"707","FALSE","FALSE"
"708","TRUE","TRUE"
"713","FALSE","TRUE"
"714","TRUE","FALSE"
"717","FALSE","TRUE"
"720","FALSE","FALSE"
"721","TRUE","TRUE"
"733","FALSE","FALSE"
"734","TRUE","FALSE"
"736","FALSE","FALSE"
"738","FALSE","FALSE"
"739","TRUE","FALSE"
"740","FALSE","FALSE"
"746","FALSE","TRUE"
"752","FALSE","FALSE"
"753","FALSE","FALSE"
"755","TRUE","TRUE"
"757","FALSE","FALSE"
"758","TRUE","TRUE"
"767","FALSE","FALSE"
"775","FALSE","FALSE"
"781","TRUE","TRUE"
"785","FALSE","FALSE"
"797","FALSE","FALSE"
"798","TRUE","TRUE"
"799","FALSE","TRUE"
"801","FALSE","TRUE"
"810","TRUE","TRUE"
"821","FALSE","FALSE"
"823","FALSE","FALSE"
"829","FALSE","FALSE"
"831","FALSE","FALSE"
"835","FALSE","TRUE"
"838","FALSE","TRUE"
"846","FALSE","FALSE"
"850","FALSE","FALSE"
"852","FALSE","FALSE"
"856","TRUE","TRUE"
"860","TRUE","FALSE"
"862","FALSE","FALSE"
"868","FALSE","TRUE"
"869","FALSE","FALSE"
"877","FALSE","FALSE"
"878","FALSE","TRUE"
"880","FALSE","TRUE"
"881","FALSE","FALSE"
"883","TRUE","TRUE"
"886","FALSE","TRUE"
"887","TRUE","FALSE"
"889","FALSE","FALSE"
"890","FALSE","TRUE"
"891","FALSE","FALSE"
"896","TRUE","TRUE"
"903","FALSE","FALSE"
"909","FALSE","FALSE"
"929","TRUE","TRUE"
"943","FALSE","TRUE"
"945","FALSE","FALSE"
"947","FALSE","FALSE"
"961","FALSE","FALSE"
"965","FALSE","TRUE"
"966","FALSE","FALSE"
"969","FALSE","TRUE"
"970","TRUE","TRUE"
"976","FALSE","FALSE"
"979","FALSE","FALSE"
"980","FALSE","TRUE"
"989","TRUE","TRUE"
"994","FALSE","FALSE"
"998","FALSE","FALSE"
"999","FALSE","FALSE"
"1000","FALSE","FALSE"
"1001","FALSE","TRUE"
"1002","FALSE","FALSE"
"1009","FALSE","TRUE"
"1012","TRUE","FALSE"
"1022","FALSE","FALSE"
"1026","TRUE","TRUE"
"1027","FALSE","FALSE"
"1028","FALSE","TRUE"
"1031","FALSE","TRUE"
"1035","FALSE","TRUE"
"1042","FALSE","FALSE"
"1047","FALSE","FALSE"
"1050","FALSE","FALSE"
"1055","TRUE","TRUE"
"1056","FALSE","FALSE"
"1062","FALSE","TRUE"
"1067","FALSE","FALSE"
"1073","FALSE","FALSE"
"1074","FALSE","TRUE"
"1078","FALSE","FALSE"
"1079","FALSE","FALSE"
"1081","FALSE","TRUE"
"1082","FALSE","FALSE"
"1085","FALSE","FALSE"
"1086","FALSE","FALSE"
"1089","FALSE","FALSE"
"1092","TRUE","TRUE"
"1093","FALSE","FALSE"
"1100","TRUE","TRUE"
"1111","FALSE","FALSE"
"1113","FALSE","TRUE"
"1121","FALSE","TRUE"
"1123","FALSE","FALSE"
"1127","TRUE","TRUE"
"1128","FALSE","FALSE"
"1129","FALSE","FALSE"
"1133","TRUE","TRUE"
"1134","FALSE","FALSE"
"1138","FALSE","TRUE"
"1139","TRUE","TRUE"
"1143","FALSE","FALSE"
"1145","FALSE","FALSE"
"1147","FALSE","TRUE"
"1151","TRUE","FALSE"
"1152","FALSE","FALSE"
"1166","TRUE","TRUE"
"1173","FALSE","TRUE"
"1176","FALSE","TRUE"
"1177","TRUE","TRUE"
"1183","FALSE","FALSE"
"1184","FALSE","FALSE"
"1193","TRUE","TRUE"
"1199","FALSE","TRUE"
"1210","FALSE","TRUE"
"1213","TRUE","TRUE"
"1219","FALSE","FALSE"
"1220","FALSE","FALSE"
"1226","FALSE","TRUE"
"1227","FALSE","FALSE"
"1233","FALSE","TRUE"
"1236","FALSE","FALSE"
"1239","FALSE","TRUE"
"1242","FALSE","TRUE"
"1246","FALSE","FALSE"
"1248","FALSE","FALSE"
"1249","FALSE","TRUE"
"1251","FALSE","TRUE"
"1253","FALSE","TRUE"
"1261","FALSE","FALSE"
"1262","FALSE","FALSE"
"1263","FALSE","TRUE"
"1268","TRUE","TRUE"
"1273","TRUE","TRUE"
"1283","FALSE","FALSE"
"1287","TRUE","FALSE"
"1289","FALSE","FALSE"
"1294","FALSE","TRUE"
"1296","FALSE","TRUE"
"1300","FALSE","FALSE"
"1305","FALSE","TRUE"
"1306","FALSE","TRUE"
"1307","FALSE","TRUE"
"1326","FALSE","FALSE"
"1328","FALSE","FALSE"
"1330","FALSE","FALSE"
"1333","TRUE","TRUE"
"1336","FALSE","FALSE"
"1338","FALSE","FALSE"
"1350","FALSE","FALSE"
"1352","TRUE","TRUE"
"1354","FALSE","FALSE"
"1360","FALSE","TRUE"
"1361","FALSE","FALSE"
"1371","FALSE","FALSE"
"1372","FALSE","FALSE"
"1384","FALSE","FALSE"
"1386","TRUE","TRUE"
"1387","TRUE","TRUE"
"1395","FALSE","FALSE"
"1396","TRUE","TRUE"
"1398","FALSE","TRUE"
"1399","FALSE","FALSE"
"1400","FALSE","TRUE"
"1403","FALSE","TRUE"
"1404","TRUE","TRUE"
"1409","FALSE","TRUE"
"1411","FALSE","TRUE"
"1421","FALSE","TRUE"
"1428","FALSE","FALSE"
"1433","FALSE","TRUE"
"1440","TRUE","FALSE"
"1444","TRUE","TRUE"
"1445","FALSE","FALSE"
"1446","FALSE","TRUE"
"1448","FALSE","TRUE"
"1449","TRUE","FALSE"
"1450","FALSE","FALSE"
"1451","FALSE","TRUE"
"1452","FALSE","TRUE"
"1453","FALSE","TRUE"
"1458","FALSE","FALSE"
"1460","FALSE","FALSE"
"1464","FALSE","FALSE"
"1472","FALSE","FALSE"
"1479","FALSE","FALSE"
"1480","FALSE","FALSE"
"1482","FALSE","FALSE"
"1485","FALSE","FALSE"
"1487","FALSE","FALSE"
"1490","FALSE","TRUE"
"1493","FALSE","FALSE"
"1494","FALSE","FALSE"
"1495","FALSE","TRUE"
"1499","FALSE","FALSE"
"1504","FALSE","FALSE"
"1506","FALSE","FALSE"
"1507","FALSE","TRUE"
"1511","FALSE","FALSE"
"1512","FALSE","FALSE"
"1521","TRUE","FALSE"
"1523","FALSE","FALSE"
"1524","FALSE","TRUE"
"1530","TRUE","FALSE"
"1531","FALSE","FALSE"
"1533","TRUE","FALSE"
"1537","FALSE","FALSE"
"1542","FALSE","FALSE"
"1551","FALSE","FALSE"
"1554","FALSE","FALSE"
"1555","FALSE","FALSE"
"1561","FALSE","FALSE"
"1563","FALSE","FALSE"
"1574","FALSE","FALSE"
"1579","FALSE","FALSE"
"1594","FALSE","TRUE"
"1595","FALSE","TRUE"
"1599","FALSE","FALSE"
"1608","FALSE","FALSE"
"1618","FALSE","FALSE"
"1619","FALSE","TRUE"
"1620","FALSE","FALSE"
"1622","TRUE","TRUE"
"1628","FALSE","FALSE"
"1631","FALSE","FALSE"
"1634","FALSE","TRUE"
"1636","TRUE","TRUE"
"1644","FALSE","FALSE"
"1649","TRUE","TRUE"
"1652","FALSE","FALSE"
"1653","FALSE","FALSE"
"1656","FALSE","FALSE"
"1658","FALSE","FALSE"
"1663","FALSE","TRUE"
"1667","FALSE","FALSE"
"1672","FALSE","FALSE"
"1673","FALSE","FALSE"
"1679","FALSE","FALSE"
"1682","TRUE","TRUE"
"1690","FALSE","FALSE"
"1698","TRUE","FALSE"
"1707","FALSE","TRUE"
"1710","FALSE","FALSE"
"1716","FALSE","FALSE"
"1719","TRUE","FALSE"
"1720","FALSE","FALSE"
"1724","FALSE","FALSE"
"1726","FALSE","TRUE"
"1727","FALSE","TRUE"
"1732","FALSE","FALSE"
"1734","FALSE","FALSE"
"1739","TRUE","TRUE"
"1741","FALSE","TRUE"
"1757","FALSE","FALSE"
"1761","FALSE","TRUE"
"1763","FALSE","FALSE"
"1764","FALSE","TRUE"
"1766","TRUE","FALSE"
"1769","TRUE","TRUE"
"1773","TRUE","FALSE"
"1775","FALSE","FALSE"
"1776","FALSE","TRUE"
"1780","TRUE","FALSE"
"1781","FALSE","FALSE"
"1790","FALSE","FALSE"
"1796","FALSE","TRUE"
"1798","TRUE","TRUE"
"1799","TRUE","TRUE"
"1801","TRUE","TRUE"
"1806","FALSE","FALSE"
"1810","FALSE","FALSE"
"1813","FALSE","FALSE"
"1824","FALSE","FALSE"
"1828","FALSE","FALSE"
"1831","FALSE","FALSE"
"1837","FALSE","FALSE"
"1840","FALSE","TRUE"
"1841","FALSE","FALSE"
"1842","FALSE","TRUE"
"1844","FALSE","FALSE"
"1856","FALSE","FALSE"
"1857","FALSE","FALSE"
"1858","FALSE","FALSE"
"1867","FALSE","TRUE"
"1876","FALSE","FALSE"
"1879","FALSE","FALSE"
"1883","FALSE","FALSE"
"1884","FALSE","TRUE"
"1892","FALSE","TRUE"
"1899","FALSE","TRUE"
"1909","FALSE","FALSE"
"1916","FALSE","TRUE"
"1923","FALSE","TRUE"
"1926","FALSE","TRUE"
"1928","FALSE","FALSE"
"1932","FALSE","TRUE"
"1934","FALSE","TRUE"
"1937","FALSE","TRUE"
"1939","FALSE","TRUE"
"1942","FALSE","TRUE"
"1949","FALSE","FALSE"
"1951","FALSE","FALSE"
"1959","TRUE","TRUE"
"1966","FALSE","FALSE"
"1968","FALSE","FALSE"
"1971","FALSE","TRUE"
"1973","FALSE","FALSE"
"1982","FALSE","TRUE"
"1985","FALSE","TRUE"
"1995","TRUE","TRUE"
"1997","FALSE","TRUE"
"2011","FALSE","TRUE"
"2018","FALSE","TRUE"
"2019","FALSE","FALSE"
"2022","TRUE","TRUE"
"2023","FALSE","FALSE"
"2026","TRUE","TRUE"
"2027","FALSE","TRUE"
"2038","FALSE","TRUE"
"2039","TRUE","TRUE"
"2040","FALSE","FALSE"
"2045","FALSE","FALSE"
"2049","FALSE","TRUE"
"2051","FALSE","FALSE"
"2052","FALSE","TRUE"
"2061","FALSE","TRUE"
"2066","FALSE","FALSE"
"2071","FALSE","TRUE"
"2079","FALSE","FALSE"
"2082","FALSE","FALSE"
"2083","FALSE","TRUE"
"2084","TRUE","TRUE"
"2091","FALSE","FALSE"
"2094","FALSE","FALSE"
"2097","FALSE","TRUE"
"2101","FALSE","TRUE"
"2104","TRUE","FALSE"
"2105","FALSE","TRUE"
"2111","FALSE","FALSE"
"2118","FALSE","TRUE"
"2119","FALSE","FALSE"
"2120","FALSE","TRUE"
"2130","FALSE","FALSE"
"2132","FALSE","FALSE"
"2138","FALSE","TRUE"
"2140","FALSE","FALSE"
"2143","FALSE","FALSE"
"2145","FALSE","FALSE"
"2150","FALSE","FALSE"
"2152","FALSE","FALSE"
"2153","TRUE","FALSE"
"2154","FALSE","FALSE"
"2158","FALSE","FALSE"
"2162","FALSE","FALSE"
"2172","TRUE","TRUE"
"2184","FALSE","FALSE"
"2187","FALSE","FALSE"
"2189","FALSE","FALSE"
"2193","FALSE","FALSE"
"2199","FALSE","FALSE"
"2207","FALSE","FALSE"
"2208","FALSE","TRUE"
"2217","FALSE","FALSE"
"2219","FALSE","FALSE"
"2227","FALSE","FALSE"
"2230","FALSE","FALSE"
"2233","FALSE","FALSE"
"2238","FALSE","FALSE"
"2243","FALSE","FALSE"
"2247","FALSE","FALSE"
"2250","FALSE","TRUE"
"2256","FALSE","TRUE"
"2257","TRUE","TRUE"
"2261","FALSE","FALSE"
"2270","FALSE","FALSE"
"2271","FALSE","TRUE"
"2275","FALSE","FALSE"
"2282","FALSE","FALSE"
"2285","TRUE","TRUE"
"2286","TRUE","TRUE"
"2288","FALSE","TRUE"
"2289","TRUE","TRUE"
"2290","FALSE","FALSE"
"2291","FALSE","TRUE"
"2294","FALSE","FALSE"
"2296","FALSE","FALSE"
"2297","FALSE","TRUE"
"2300","FALSE","TRUE"
"2303","FALSE","FALSE"
"2304","FALSE","FALSE"
"2305","FALSE","TRUE"
"2320","FALSE","FALSE"
"2325","FALSE","TRUE"
"2333","FALSE","FALSE"
"2334","FALSE","FALSE"
"2335","FALSE","TRUE"
"2337","FALSE","FALSE"
"2343","FALSE","FALSE"
"2348","FALSE","FALSE"
"2352","FALSE","FALSE"
"2354","TRUE","TRUE"
"2357","FALSE","FALSE"
"2358","FALSE","TRUE"
"2359","FALSE","TRUE"
"2361","FALSE","FALSE"
"2369","FALSE","FALSE"
"2371","FALSE","FALSE"
"2376","FALSE","FALSE"
"2387","TRUE","TRUE"
"2388","FALSE","FALSE"
"2389","FALSE","TRUE"
"2392","FALSE","TRUE"
"2393","FALSE","FALSE"
"2396","TRUE","TRUE"
"2399","TRUE","TRUE"
"2400","FALSE","FALSE"
"2401","TRUE","TRUE"
"2402","TRUE","TRUE"
"2410","TRUE","TRUE"
"2417","FALSE","TRUE"
"2420","FALSE","TRUE"
"2423","FALSE","FALSE"
"2425","FALSE","FALSE"
"2427","TRUE","TRUE"
"2433","TRUE","TRUE"
"2435","FALSE","TRUE"
"2442","FALSE","FALSE"
"2443","FALSE","TRUE"
"2447","FALSE","FALSE"
"2448","FALSE","FALSE"
"2472","TRUE","TRUE"
"2478","FALSE","TRUE"
"2489","FALSE","FALSE"
"2499","TRUE","TRUE"
"2501","TRUE","TRUE"
"2503","FALSE","TRUE"
"2505","FALSE","FALSE"
"2506","FALSE","FALSE"
"2512","FALSE","TRUE"
"2513","FALSE","FALSE"
"2514","FALSE","FALSE"
"2517","FALSE","FALSE"
"2518","TRUE","TRUE"
"2526","FALSE","TRUE"
"2527","TRUE","TRUE"
"2528","FALSE","TRUE"
"2538","FALSE","TRUE"
"2551","TRUE","TRUE"
"2556","FALSE","TRUE"
"2560","FALSE","FALSE"
"2561","FALSE","FALSE"
"2563","FALSE","TRUE"
"2569","FALSE","FALSE"
"2572","FALSE","FALSE"
"2573","TRUE","TRUE"
"2575","FALSE","FALSE"
"2580","TRUE","TRUE"
"2586","FALSE","TRUE"
"2592","TRUE","TRUE"
"2593","FALSE","FALSE"
"2594","FALSE","TRUE"
"2597","FALSE","TRUE"
"2613","TRUE","TRUE"
"2617","FALSE","FALSE"
"2622","FALSE","FALSE"
"2626","FALSE","FALSE"
"2627","FALSE","TRUE"
"2639","TRUE","TRUE"
"2641","FALSE","TRUE"
"2642","TRUE","TRUE"
"2644","TRUE","TRUE"
"2648","FALSE","TRUE"
"2649","TRUE","TRUE"
"2652","FALSE","FALSE"
"2653","TRUE","TRUE"
"2656","TRUE","TRUE"
"2661","FALSE","FALSE"
"2662","TRUE","FALSE"
"2667","FALSE","TRUE"
"2670","FALSE","TRUE"
"2672","FALSE","FALSE"
"2673","FALSE","FALSE"
"2685","FALSE","FALSE"
"2686","TRUE","TRUE"
"2690","FALSE","TRUE"
"2691","FALSE","FALSE"
"2693","FALSE","FALSE"
"2699","FALSE","FALSE"
"2708","FALSE","TRUE"
"2710","FALSE","FALSE"
"2714","FALSE","FALSE"
"2723","TRUE","FALSE"
"2729","FALSE","FALSE"
"2730","FALSE","FALSE"
"2731","FALSE","TRUE"
"2732","TRUE","TRUE"
"2739","FALSE","FALSE"
"2750","TRUE","TRUE"
"2751","FALSE","TRUE"
"2756","FALSE","TRUE"
"2760","FALSE","FALSE"
"2762","TRUE","TRUE"
"2764","FALSE","TRUE"
"2767","FALSE","TRUE"
"2771","FALSE","FALSE"
"2772","FALSE","FALSE"
"2775","FALSE","TRUE"
"2779","FALSE","FALSE"
"2782","FALSE","TRUE"
"2791","FALSE","FALSE"
"2793","FALSE","TRUE"
"2796","FALSE","FALSE"
"2805","FALSE","FALSE"
"2807","TRUE","TRUE"
"2809","FALSE","FALSE"
"2810","FALSE","TRUE"
"2814","FALSE","TRUE"
"2819","FALSE","TRUE"
"2822","TRUE","TRUE"
"2830","TRUE","FALSE"
"2834","FALSE","FALSE"
"2836","FALSE","TRUE"
"2842","FALSE","TRUE"
"2843","FALSE","FALSE"
"2844","FALSE","TRUE"
"2848","FALSE","FALSE"
"2854","FALSE","FALSE"
"2862","TRUE","FALSE"
"2870","TRUE","TRUE"
"2885","FALSE","FALSE"
"2892","FALSE","FALSE"
"2904","FALSE","FALSE"
"2906","FALSE","TRUE"
"2908","TRUE","TRUE"
"2911","FALSE","FALSE"
"2912","FALSE","TRUE"
"2923","FALSE","FALSE"
"2926","FALSE","FALSE"
"2929","FALSE","TRUE"
"2933","TRUE","TRUE"
"2935","FALSE","FALSE"
"2936","TRUE","TRUE"
"2940","FALSE","FALSE"
"2945","FALSE","FALSE"
"2953","TRUE","TRUE"
"2955","FALSE","FALSE"
"2958","FALSE","FALSE"
"2961","TRUE","FALSE"
"2969","FALSE","FALSE"
"2970","FALSE","FALSE"
"2984","FALSE","FALSE"
"2985","FALSE","TRUE"
"2987","FALSE","TRUE"
"2989","TRUE","TRUE"
"2992","FALSE","FALSE"
"2993","TRUE","TRUE"
"2995","FALSE","FALSE"
"2997","FALSE","TRUE"
"3003","FALSE","FALSE"
"3004","FALSE","FALSE"
"3009","FALSE","TRUE"
"3011","FALSE","TRUE"
"3022","FALSE","FALSE"
"3028","TRUE","TRUE"
"3029","FALSE","FALSE"
"3036","FALSE","FALSE"
"3037","TRUE","TRUE"
"3039","FALSE","TRUE"
"3049","FALSE","TRUE"
"3052","FALSE","FALSE"
"3053","TRUE","FALSE"
"3067","FALSE","FALSE"
"3070","FALSE","TRUE"
"3071","TRUE","TRUE"
"3075","FALSE","TRUE"
"3076","FALSE","FALSE"
"3087","FALSE","FALSE"
"3088","FALSE","FALSE"
"3092","FALSE","FALSE"
"3096","FALSE","FALSE"
"3099","FALSE","TRUE"
"3103","FALSE","FALSE"
"3109","FALSE","TRUE"
"3111","FALSE","FALSE"
"3116","FALSE","FALSE"
"3127","FALSE","TRUE"
"3128","FALSE","TRUE"
"3134","TRUE","TRUE"
"3136","FALSE","TRUE"
"3138","TRUE","FALSE"
"3143","FALSE","FALSE"
"3149","FALSE","TRUE"
"3153","FALSE","TRUE"
"3156","FALSE","FALSE"
"3161","FALSE","TRUE"
"3170","FALSE","FALSE"
"3171","TRUE","TRUE"
"3174","FALSE","FALSE"
"3182","FALSE","FALSE"
"3184","FALSE","FALSE"
"3185","FALSE","TRUE"
"3188","TRUE","FALSE"
"3189","TRUE","TRUE"
"3191","FALSE","TRUE"
"3199","TRUE","TRUE"
"3201","FALSE","FALSE"
"3205","TRUE","TRUE"
"3216","FALSE","TRUE"
"3220","FALSE","TRUE"
"3224","FALSE","FALSE"
"3226","TRUE","TRUE"
"3236","TRUE","TRUE"
"3237","TRUE","FALSE"
"3248","FALSE","FALSE"
"3251","FALSE","FALSE"
"3255","TRUE","FALSE"
"3260","FALSE","TRUE"
"3264","FALSE","TRUE"
"3265","FALSE","TRUE"
"3266","FALSE","FALSE"
"3281","TRUE","TRUE"
"3289","FALSE","FALSE"
"3291","FALSE","TRUE"
"3293","FALSE","FALSE"
"3300","TRUE","TRUE"
"3302","FALSE","TRUE"
"3314","FALSE","FALSE"
"3327","TRUE","TRUE"
"3328","FALSE","TRUE"
"3330","TRUE","TRUE"
"3350","FALSE","TRUE"
"3351","FALSE","FALSE"
"3353","TRUE","TRUE"
"3354","FALSE","FALSE"
"3355","TRUE","TRUE"
"3358","FALSE","FALSE"
"3362","TRUE","TRUE"
"3365","FALSE","FALSE"
"3367","FALSE","FALSE"
"3385","FALSE","FALSE"
"3390","TRUE","TRUE"
"3394","TRUE","TRUE"
"3397","FALSE","TRUE"
"3403","FALSE","FALSE"
"3410","FALSE","TRUE"
"3412","FALSE","FALSE"
"3419","FALSE","TRUE"
"3430","FALSE","FALSE"
"3432","FALSE","TRUE"
"3433","FALSE","FALSE"
"3437","FALSE","FALSE"
"3453","TRUE","TRUE"
"3464","FALSE","TRUE"
"3466","FALSE","FALSE"
"3467","FALSE","FALSE"
"3470","TRUE","TRUE"
"3471","FALSE","TRUE"
"3473","FALSE","FALSE"
"3475","FALSE","TRUE"
"3476","FALSE","FALSE"
"3490","FALSE","TRUE"
"3492","TRUE","TRUE"
"3499","FALSE","FALSE"
"3500","FALSE","FALSE"
"3501","FALSE","FALSE"
"3502","FALSE","TRUE"
"3507","FALSE","TRUE"
"3508","FALSE","TRUE"
"3514","TRUE","TRUE"
"3519","TRUE","TRUE"
"3523","TRUE","TRUE"
"3529","FALSE","TRUE"
"3530","FALSE","TRUE"
"3536","TRUE","TRUE"
"3538","FALSE","TRUE"
"3541","FALSE","FALSE"
"3543","FALSE","FALSE"
"3544","FALSE","TRUE"
"3557","FALSE","TRUE"
"3562","FALSE","FALSE"
"3568","FALSE","FALSE"
"3571","FALSE","TRUE"
"3575","FALSE","TRUE"
"3577","FALSE","TRUE"
"3578","FALSE","TRUE"
"3582","FALSE","FALSE"
"3588","TRUE","TRUE"
"3590","TRUE","TRUE"
"3603","FALSE","TRUE"
"3607","TRUE","TRUE"
"3612","FALSE","TRUE"
"3616","FALSE","FALSE"
"3619","TRUE","TRUE"
"3626","FALSE","FALSE"
"3628","TRUE","TRUE"
"3634","FALSE","FALSE"
"3638","FALSE","FALSE"
"3639","FALSE","TRUE"
"3645","FALSE","FALSE"
"3647","FALSE","FALSE"
"3653","FALSE","FALSE"
"3655","FALSE","FALSE"
"3660","TRUE","TRUE"
"3661","FALSE","TRUE"
"3663","TRUE","TRUE"
"3664","FALSE","FALSE"
"3665","FALSE","FALSE"
"3668","TRUE","TRUE"
"3669","FALSE","TRUE"
"3680","FALSE","FALSE"
"3687","FALSE","FALSE"
"3688","FALSE","FALSE"
"3692","FALSE","TRUE"
"3693","FALSE","FALSE"
"3702","FALSE","FALSE"
"3705","TRUE","TRUE"
"3713","FALSE","TRUE"
"3715","FALSE","FALSE"
"3717","FALSE","FALSE"
"3718","FALSE","FALSE"
"3719","FALSE","FALSE"
"3723","TRUE","TRUE"
"3724","FALSE","FALSE"
"3726","FALSE","FALSE"
"3727","FALSE","FALSE"
"3732","FALSE","TRUE"
"3737","FALSE","TRUE"
"3738","FALSE","TRUE"
"3742","TRUE","TRUE"
"3743","FALSE","TRUE"
"3744","FALSE","FALSE"
"3745","FALSE","FALSE"
"3746","TRUE","FALSE"
"3749","FALSE","FALSE"
"3757","FALSE","TRUE"
"3760","FALSE","FALSE"
"3766","FALSE","TRUE"
"3774","FALSE","FALSE"
"3778","FALSE","TRUE"
"3780","FALSE","FALSE"
"3783","FALSE","FALSE"
"3786","FALSE","FALSE"
"3788","TRUE","TRUE"
"3789","TRUE","TRUE"
"3790","FALSE","FALSE"
"3791","FALSE","TRUE"
"3792","FALSE","TRUE"
"3815","TRUE","TRUE"
"3827","TRUE","TRUE"
"3845","FALSE","TRUE"
